6.8957E-10           9.2766E-04
7.3957E-10           1.4402E-03
7.9134E-10           2.3324E-03
8.4456E-10           3.5882E-03
8.9879E-10           5.6830E-03
9.5344E-10           9.9990E-03
1.0078E-09           1.4795E-02
1.0609E-09           1.8103E-02
1.1117E-09           1.8202E-02
1.1587E-09           1.5651E-02
1.2003E-09           1.1524E-02
1.2455E-09           8.9090E-03
1.3424E-09           1.1117E-02
1.4440E-09           1.2800E-02
1.5502E-09           1.6654E-02
1.6605E-09           1.6169E-02
1.7743E-09           1.9220E-02
1.8906E-09           2.1544E-02
2.0085E-09           1.7701E-02
2.1265E-09           1.9837E-02
2.2428E-09           2.4443E-02
2.3552E-09           2.7126E-02
2.4804E-09           3.0304E-02
2.6597E-09           3.6599E-02
2.8453E-09           4.7672E-02
3.0360E-09           6.2033E-02
3.2301E-09           7.0841E-02
3.4255E-09           8.9844E-02
3.6196E-09           1.0917E-01
3.8091E-09           1.1847E-01
3.9897E-09           1.3527E-01
4.1564E-09           1.5797E-01
4.3030E-09           1.8423E-01
4.4777E-09           2.4567E-01
4.7402E-09           3.9896E-01
4.9989E-09           3.4792E-01
5.2486E-09           3.9303E-01
5.4831E-09           3.3177E-01
5.6949E-09           2.4060E-01
5.8746E-09           2.1229E-01
6.0110E-09           2.2341E-01
6.0110E-09           1.7093E-01
6.0615E-09           1.7571E-01
6.0905E-09           1.6827E-01
6.0970E-09           1.6815E-01
6.3720E-09           2.2723E-01
6.6660E-09           1.3277E-01
6.7992E-09           4.6647E-02
6.8476E-09           7.5523E-02
6.9347E-09           1.1861E-01
7.0091E-09           3.4102E-04
7.0673E-09           6.0643E-03
7.0759E-09           4.7546E-04
7.0984E-09           8.2204E-03
7.1221E-09           2.3923E-03
7.1271E-09           4.8141E-02
7.1672E-09           1.1951E-01
7.1689E-09           3.7275E-03
7.2203E-09           0.0000E+00
7.2213E-09           8.2077E-02
7.3503E-09           9.5870E-02
7.3993E-09           3.9116E-03
7.4287E-09           7.2873E-02
7.4316E-09           4.4268E-02
7.4682E-09           8.2494E-02
7.5005E-09           5.0372E-03
7.5019E-09           8.0417E-02
7.5501E-09           2.5191E-04
7.6338E-09           1.4674E-02
7.6831E-09           0.0000E+00
7.7016E-09           5.0887E-02
7.7046E-09           7.8522E-03
7.7219E-09           0.0000E+00
7.7297E-09           9.1405E-03
7.8037E-09           8.5363E-04
7.8504E-09           0.0000E+00
7.9240E-09           7.2197E-02
7.9640E-09           2.8736E-02
7.9715E-09           4.8830E-03
8.0665E-09           2.1383E-03
8.0826E-09           7.7322E-02
8.1088E-09           0.0000E+00
8.1159E-09           3.7640E-03
8.1225E-09           0.0000E+00
8.1280E-09           3.8760E-02
8.1386E-09           7.0712E-04
8.1583E-09           3.5672E-02
8.1857E-09           8.2495E-03
8.2740E-09           0.0000E+00
8.3100E-09           0.0000E+00
8.3223E-09           8.7546E-03
8.3301E-09           5.3621E-03
8.3688E-09           0.0000E+00
8.3708E-09           0.0000E+00
8.3838E-09           3.2166E-03
8.4085E-09           0.0000E+00
8.4360E-09           0.0000E+00
8.4486E-09           1.5985E-03
8.4650E-09           0.0000E+00
